Department,PI_Name,Total_GPU_Hours_FY2026,Total_CPU_Hours_FY2026,Storage_Used_TB,Peak_Concurrent_GPUs,Avg_Queue_Wait_Min,Avg_Job_Duration_Hr,Total_Jobs,Job_Success_PCT,Satisfaction,Budget_Contribution,_Sheet,Month,Month_Num,GPU_Hours,CPU_Hours,Jobs,Avg_Wait_Min,Peak_GPUs,Storage_Delta_TB,Avg_GPU_Util_PCT,Avg_Mem_Util_PCT,Preempted_Jobs,Failed_Jobs,Energy_kWh,Min_GPUs_Per_Node,Min_GPU_Memory_GB,Min_Network_Gbps,Min_Storage_GBps,Special_Requirements,Preferred_Priority,Files_M,New_Data_TB,Deleted_TB,Avg_File_KB,Software,Avg_Monthly_Sessions,Peak_Concurrent,Avg_Session_Hours,GPU_Hours_Monthly,CPU_Hours_Monthly,Avg_Wait_GPU_Min,Avg_Wait_CPU_Min,P95_Wait_GPU_Min,P99_Wait_GPU_Min,Jobs_Timed_Out,Jobs_Preempted,Category,Avg_Runtime_Hr,Avg_GPU_Util,Avg_Mem_GB,Avg_IB_GBps,Avg_Energy_kWh,Response_ID,Role,Top_Issue,Comment,Date,User_ID,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Max_Wait_Min,GPU_Util_Avg_PCT,Mem_Used_Avg_GB,Storage_Read_GB,Storage_Write_GB,IO_Wait_PCT,Network_GB,Overall_Score,Queue_Wait_Score,Storage_Score,Support_Score,GPU_Avail_Score,Comments,Sessions,Peak_Memory_GB
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Feb,,253.0,659.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,90.5,,,,,,,,,usr_ear_03,,,,,,,,,,,,,,,,,26.0,461.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Apr,,296.0,993.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,60.3,,,,,,,,,usr_ear_03,,,,,,,,,,,,,,,,,35.0,197.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,176.0,1539.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,35.6,,,,,,,,,usr_ear_03,,,,,,,,,,,,,,,,,3.0,450.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Nov,,71.0,1414.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,38.0,,,,,,,,,usr_ear_03,,,,,,,,,,,,,,,,,42.0,145.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,May,,126.0,1542.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,42.7,,,,,,,,,usr_ear_04,,,,,,,,,,,,,,,,,46.0,603.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Feb,,93.0,20.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,93.3,,,,,,,,,usr_ear_05,,,,,,,,,,,,,,,,,34.0,82.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Apr,,376.0,1024.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,52.9,,,,,,,,,usr_ear_05,,,,,,,,,,,,,,,,,4.0,511.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,197.0,422.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,55.6,,,,,,,,,usr_ear_05,,,,,,,,,,,,,,,,,8.0,290.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Dec,,127.0,645.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,37.9,,,,,,,,,usr_ear_05,,,,,,,,,,,,,,,,,40.0,227.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Apr,,481.0,637.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,70.1,,,,,,,,,usr_ear_06,,,,,,,,,,,,,,,,,11.0,100.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,293.0,438.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,33.5,,,,,,,,,usr_ear_06,,,,,,,,,,,,,,,,,31.0,572.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Feb,,362.0,745.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,67.0,,,,,,,,,usr_ear_07,,,,,,,,,,,,,,,,,41.0,694.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,170.0,863.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,92.5,,,,,,,,,usr_ear_07,,,,,,,,,,,,,,,,,14.0,476.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jul,,463.0,853.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,35.0,,,,,,,,,usr_ear_07,,,,,,,,,,,,,,,,,7.0,224.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,153.0,1789.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,86.7,,,,,,,,,usr_ear_07,,,,,,,,,,,,,,,,,6.0,605.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jul,,499.0,1362.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,26.2,,,,,,,,,usr_ear_08,,,,,,,,,,,,,,,,,42.0,196.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,300.0,545.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,37.9,,,,,,,,,usr_ear_08,,,,,,,,,,,,,,,,,43.0,472.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jul,,105.0,1133.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.2,,,,,,,,,usr_ear_09,,,,,,,,,,,,,,,,,45.0,345.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,273.0,956.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,57.2,,,,,,,,,usr_ear_09,,,,,,,,,,,,,,,,,2.0,419.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Sep,,36.0,239.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,43.6,,,,,,,,,usr_ear_09,,,,,,,,,,,,,,,,,3.0,603.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Nov,,297.0,1774.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,37.3,,,,,,,,,usr_ear_09,,,,,,,,,,,,,,,,,4.0,27.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jan,,134.0,80.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.8,,,,,,,,,usr_ear_10,,,,,,,,,,,,,,,,,37.0,511.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Sep,,434.0,1746.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,63.6,,,,,,,,,usr_ear_10,,,,,,,,,,,,,,,,,39.0,198.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Dec,,99.0,1642.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,49.5,,,,,,,,,usr_ear_10,,,,,,,,,,,,,,,,,15.0,530.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Feb,,488.0,1202.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,32.8,,,,,,,,,usr_ear_11,,,,,,,,,,,,,,,,,46.0,86.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Apr,,74.0,1431.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,65.5,,,,,,,,,usr_ear_11,,,,,,,,,,,,,,,,,32.0,260.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Oct,,385.0,713.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,69.4,,,,,,,,,usr_ear_11,,,,,,,,,,,,,,,,,17.0,297.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Oct,,38.0,317.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,35.8,,,,,,,,,usr_ear_12,,,,,,,,,,,,,,,,,15.0,598.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Feb,,211.0,1830.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,67.5,,,,,,,,,usr_ear_13,,,,,,,,,,,,,,,,,32.0,558.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Mar,,249.0,710.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,23.2,,,,,,,,,usr_ear_13,,,,,,,,,,,,,,,,,37.0,291.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,410.0,1863.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,69.3,,,,,,,,,usr_ear_13,,,,,,,,,,,,,,,,,28.0,451.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,6.0,1189.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,64.8,,,,,,,,,usr_ear_13,,,,,,,,,,,,,,,,,41.0,406.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Oct,,431.0,821.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,26.1,,,,,,,,,usr_ear_13,,,,,,,,,,,,,,,,,12.0,641.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Nov,,427.0,1251.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,91.3,,,,,,,,,usr_ear_13,,,,,,,,,,,,,,,,,22.0,72.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Dec,,398.0,201.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,55.3,,,,,,,,,usr_ear_13,,,,,,,,,,,,,,,,,9.0,389.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jan,,376.0,741.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.3,,,,,,,,,usr_ear_14,,,,,,,,,,,,,,,,,14.0,105.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Apr,,271.0,1534.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,67.2,,,,,,,,,usr_ear_14,,,,,,,,,,,,,,,,,44.0,502.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,84.0,553.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,70.5,,,,,,,,,usr_ear_14,,,,,,,,,,,,,,,,,19.0,369.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,35.0,1941.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.5,,,,,,,,,usr_ear_14,,,,,,,,,,,,,,,,,2.0,508.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Sep,,314.0,553.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.1,,,,,,,,,usr_ear_14,,,,,,,,,,,,,,,,,26.0,423.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Dec,,400.0,773.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,69.6,,,,,,,,,usr_ear_14,,,,,,,,,,,,,,,,,28.0,354.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Feb,,192.0,684.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,64.3,,,,,,,,,usr_ear_15,,,,,,,,,,,,,,,,,41.0,613.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Mar,,388.0,237.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,43.1,,,,,,,,,usr_ear_15,,,,,,,,,,,,,,,,,26.0,664.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,May,,403.0,1503.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,59.3,,,,,,,,,usr_ear_15,,,,,,,,,,,,,,,,,32.0,548.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,127.0,1706.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,75.4,,,,,,,,,usr_ear_15,,,,,,,,,,,,,,,,,6.0,129.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Mar,,426.0,932.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,69.1,,,,,,,,,usr_ear_16,,,,,,,,,,,,,,,,,41.0,217.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Oct,,141.0,1017.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,72.4,,,,,,,,,usr_ear_16,,,,,,,,,,,,,,,,,33.0,134.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Nov,,122.0,1816.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,38.5,,,,,,,,,usr_ear_16,,,,,,,,,,,,,,,,,33.0,498.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Dec,,176.0,1155.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.2,,,,,,,,,usr_ear_16,,,,,,,,,,,,,,,,,11.0,36.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jan,,150.0,1250.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,69.4,,,,,,,,,usr_ear_17,,,,,,,,,,,,,,,,,3.0,610.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Feb,,261.0,885.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,50.3,,,,,,,,,usr_ear_17,,,,,,,,,,,,,,,,,1.0,47.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,May,,74.0,667.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,91.5,,,,,,,,,usr_ear_17,,,,,,,,,,,,,,,,,11.0,396.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,May,,284.0,730.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,64.2,,,,,,,,,usr_ear_17,,,,,,,,,,,,,,,,,6.0,326.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Oct,,212.0,436.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,23.8,,,,,,,,,usr_ear_17,,,,,,,,,,,,,,,,,31.0,302.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Apr,,324.0,738.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.5,,,,,,,,,usr_ear_18,,,,,,,,,,,,,,,,,47.0,24.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jun,,146.0,977.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,71.4,,,,,,,,,usr_ear_18,,,,,,,,,,,,,,,,,27.0,652.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Sep,,17.0,1502.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,36.3,,,,,,,,,usr_ear_18,,,,,,,,,,,,,,,,,20.0,338.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Oct,,346.0,143.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,56.8,,,,,,,,,usr_ear_18,,,,,,,,,,,,,,,,,8.0,31.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Mar,,65.0,937.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,41.4,,,,,,,,,usr_ear_19,,,,,,,,,,,,,,,,,45.0,60.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jul,,404.0,1823.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.8,,,,,,,,,usr_ear_19,,,,,,,,,,,,,,,,,24.0,299.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jul,,41.0,37.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,67.9,,,,,,,,,usr_ear_19,,,,,,,,,,,,,,,,,39.0,169.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Nov,,321.0,1361.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,86.9,,,,,,,,,usr_ear_19,,,,,,,,,,,,,,,,,19.0,61.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,May,,443.0,1073.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,76.1,,,,,,,,,usr_ear_20,,,,,,,,,,,,,,,,,44.0,308.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,386.0,876.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,73.6,,,,,,,,,usr_ear_20,,,,,,,,,,,,,,,,,9.0,294.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Sep,,398.0,1147.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,30.9,,,,,,,,,usr_ear_20,,,,,,,,,,,,,,,,,25.0,584.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Sep,,106.0,288.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,44.2,,,,,,,,,usr_ear_20,,,,,,,,,,,,,,,,,12.0,435.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Nov,,63.0,1441.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,72.0,,,,,,,,,usr_ear_20,,,,,,,,,,,,,,,,,10.0,409.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,150.0,360.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,26.1,,,,,,,,,usr_mat_01,,,,,,,,,,,,,,,,,27.0,620.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,419.0,1021.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,49.3,,,,,,,,,usr_mat_01,,,,,,,,,,,,,,,,,42.0,549.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,367.0,318.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,74.4,,,,,,,,,usr_mat_01,,,,,,,,,,,,,,,,,26.0,613.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,474.0,1511.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,75.5,,,,,,,,,usr_mat_01,,,,,,,,,,,,,,,,,49.0,180.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,262.0,811.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,37.4,,,,,,,,,usr_mat_02,,,,,,,,,,,,,,,,,28.0,420.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,401.0,1451.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,55.9,,,,,,,,,usr_mat_02,,,,,,,,,,,,,,,,,7.0,530.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,54.0,1195.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,47.5,,,,,,,,,usr_mat_02,,,,,,,,,,,,,,,,,14.0,158.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,175.0,1412.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,57.6,,,,,,,,,usr_mat_03,,,,,,,,,,,,,,,,,27.0,156.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,296.0,1032.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,30.0,,,,,,,,,usr_mat_03,,,,,,,,,,,,,,,,,1.0,400.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Aug,,53.0,883.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,27.8,,,,,,,,,usr_mat_03,,,,,,,,,,,,,,,,,41.0,218.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,265.0,660.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,20.1,,,,,,,,,usr_mat_03,,,,,,,,,,,,,,,,,27.0,242.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Dec,,20.0,565.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,30.1,,,,,,,,,usr_mat_03,,,,,,,,,,,,,,,,,11.0,55.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,246.0,1079.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,58.2,,,,,,,,,usr_mat_04,,,,,,,,,,,,,,,,,37.0,473.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,171.0,711.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,86.4,,,,,,,,,usr_mat_04,,,,,,,,,,,,,,,,,30.0,314.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,414.0,1306.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.5,,,,,,,,,usr_mat_04,,,,,,,,,,,,,,,,,37.0,38.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,418.0,1627.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,42.6,,,,,,,,,usr_mat_05,,,,,,,,,,,,,,,,,32.0,634.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,483.0,1074.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,66.4,,,,,,,,,usr_mat_05,,,,,,,,,,,,,,,,,33.0,532.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,370.0,169.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,92.6,,,,,,,,,usr_mat_05,,,,,,,,,,,,,,,,,32.0,11.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,145.0,985.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,56.2,,,,,,,,,usr_mat_06,,,,,,,,,,,,,,,,,30.0,497.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,433.0,914.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,24.8,,,,,,,,,usr_mat_06,,,,,,,,,,,,,,,,,33.0,292.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,419.0,1967.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,94.1,,,,,,,,,usr_mat_06,,,,,,,,,,,,,,,,,35.0,310.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,296.0,1983.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,43.4,,,,,,,,,usr_mat_06,,,,,,,,,,,,,,,,,46.0,567.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,138.0,630.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,24.7,,,,,,,,,usr_mat_07,,,,,,,,,,,,,,,,,17.0,299.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,30.0,1591.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,36.4,,,,,,,,,usr_mat_07,,,,,,,,,,,,,,,,,26.0,326.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,445.0,1787.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,50.9,,,,,,,,,usr_mat_07,,,,,,,,,,,,,,,,,24.0,36.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,210.0,1721.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,28.1,,,,,,,,,usr_mat_07,,,,,,,,,,,,,,,,,15.0,618.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,277.0,1606.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,90.9,,,,,,,,,usr_mat_07,,,,,,,,,,,,,,,,,21.0,555.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Aug,,57.0,1810.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.5,,,,,,,,,usr_mat_07,,,,,,,,,,,,,,,,,9.0,522.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,413.0,1846.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,34.5,,,,,,,,,usr_mat_08,,,,,,,,,,,,,,,,,42.0,395.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,360.0,1200.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,65.4,,,,,,,,,usr_mat_08,,,,,,,,,,,,,,,,,19.0,695.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Dec,,448.0,1178.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,51.7,,,,,,,,,usr_mat_08,,,,,,,,,,,,,,,,,4.0,20.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,80.0,1574.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,25.4,,,,,,,,,usr_mat_09,,,,,,,,,,,,,,,,,44.0,484.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,220.0,321.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,50.4,,,,,,,,,usr_mat_09,,,,,,,,,,,,,,,,,35.0,162.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,444.0,456.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,85.0,,,,,,,,,usr_mat_09,,,,,,,,,,,,,,,,,1.0,17.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,196.0,528.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,65.1,,,,,,,,,usr_mat_10,,,,,,,,,,,,,,,,,3.0,220.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,250.0,1602.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,62.2,,,,,,,,,usr_mat_10,,,,,,,,,,,,,,,,,41.0,187.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,27.0,449.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.9,,,,,,,,,usr_mat_11,,,,,,,,,,,,,,,,,8.0,687.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jul,,126.0,507.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,36.2,,,,,,,,,usr_mat_11,,,,,,,,,,,,,,,,,43.0,646.0
